val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.006369229496693243,579711.873423775,0.030587445052722134,1376813.8026367482
0.00967990299494984,622594.0634519197,0.017720307282295573,1173825.7430571702
0.00812458966217202,338248.30890428554,0.01507547022707491,1243511.8468493798
0.0044675394716870796,371641.79582105024,0.013424503234136536,1144731.877262861
0.0021952454962936023,473274.44913688896,0.012158481999782913,1161590.0605809076
0.006890486867233122,355468.0726846961,0.010777927634856068,1182805.9021841467
0.00472927724919122,378933.43090979184,0.010050742269370212,1138848.6936308711
0.003950470193764472,521594.8536609283,0.008826262574777546,1135572.6870798133
0.0038277814383202956,397889.0549805726,0.008171323957258319,1160427.38517031
0.0026283774901079164,509452.41911043564,0.007591128042977617,1116859.2836345038
0.004173178791582107,389354.9850884226,0.006818764174289732,1132542.4501574119
0.0057148243368814276,564245.9937119517,0.006447367319186409,1129113.6710905437
0.002668551813482863,495367.04641205334,0.006144163226372147,1126802.996591885
0.00380500026518219,399643.869363488,0.005929471556187035,1182120.3870317647
0.004323344392109517,538148.4725819463,0.005465917772198298,1140344.8798521603
0.0030076796598135745,517995.4349362834,0.005340632956968732,1153414.8913003723
0.006826503044612348,350279.30080379336,0.005153017796755555,1157125.6089669615
0.0020977084123203426,443791.59146651305,0.00500882473471294,1120956.4548482357
0.0039899431300100185,527180.5048525699,0.004765168316886726,1122571.410290053
0.0036914213683064048,391446.60498630645,0.00479117618301457,1120581.7522297788
0.005298008003167689,534788.4015210542,0.00461319697100714,1124452.8124260942
0.00349831855237842,393282.84102406056,0.004597915726074253,1134062.4496597473
0.002330117507835582,481319.4280358234,0.00454366930176964,1126821.9936288586
0.0022678231837513518,420382.24577373225,0.004399593744135226,1093099.2629430753
0.005446763276559401,539503.9249619499,0.0043570715424615936,1120864.3324201836
0.0023339049239564065,413098.408636606,0.004369085164044995,1111684.061294119
0.0028268185186304273,489388.3710526307,0.004399939140147833,1085621.6078764326
0.0023392469521496847,407482.78219028143,0.004271476059613458,1119580.743830787
0.0019871866808952744,457286.94136932946,0.004260800760575985,1107938.6246012126
0.004681060916490563,528932.9178296882,0.004191511100584484,1115655.0876791344
0.0022490685070423702,413116.4535173224,0.004134366319077202,1129112.3644630082
0.00282685459033081,485177.16672797606,0.0042158445991934785,1095574.2364208102
0.0025778324985279953,409528.8823726685,0.004216950612524187,1122949.442803298
0.003450994328670289,501495.5469498274,0.004232426434306495,1100827.1791631128
0.0032083516603749187,494180.95720895205,0.004148427380742618,1131729.5562038338
0.003878093986863641,383436.0459426928,0.004329954661114748,1103799.2794586255
0.003453529705197574,499165.69944235496,0.004221762067649558,1127161.8813441445
0.0024447628479127,404418.61260521715,0.004262038274746702,1113002.5265002882
0.002405270118398477,472264.68257485266,0.004136178386565971,1106520.709498291
0.003965346258265783,376121.20110703824,0.0043387698447219574,1111814.9987912392
0.0045799941828291125,514301.8550037236,0.004211119444793966,1076583.9328253423
0.002349776381550003,411838.4404398418,0.00424195523676743,1120024.1138131227
0.003942693395591266,509817.2686105331,0.004175637637725078,1092528.8063618634
0.004487564834687236,373681.43176301394,0.004191719217293234,1081265.2994139302
0.0021597619431660228,464619.49243777076,0.004187564750101013,1085158.5437248212
0.00290596855802193,388384.45693762624,0.004224206213446626,1121723.4629810012
0.0024976981209710375,402116.3370745613,0.004248052122946604,1121491.406832609
0.0023103057704141334,472777.41746878676,0.004210539412606193,1064800.7192344363
0.003633452793029169,381840.6436196006,0.004240588735317789,1114074.599486981
0.004262577156265622,520495.9498258412,0.004290285382240293,1118630.7466950093
0.0035870713011299854,375708.5634368748,0.004214658846360552,1087822.03679989
0.0020115833848851224,458933.42262168555,0.004299104016565953,1103095.2714197366
0.002785649215610745,401594.05213873665,0.004246906867609864,1109672.067306342
0.0031026769765105005,389852.5085361162,0.0042474659280963695,1091256.9341905855
0.0038113340754616044,501277.5872287008,0.004209458531520094,1067529.2830173087
0.0021896176431775603,413411.721529845,0.004291101689169924,1095692.8463399652
0.002833232537734597,393518.0169790364,0.004166624627962529,1104599.7477304582
0.0026230469268258634,480891.43060515076,0.004318763512040837,1111840.9076634133
0.002440048233303295,406062.2887737811,0.004306588606145906,1126468.5132152736
0.0023280102669024838,475162.638289768,0.004233504645526409,1082340.3316117988
0.001907366022118101,427700.28532124875,0.004193720707041492,1111196.0373878276
0.0026646932241777533,476039.8269072561,0.004416440524026213,1105861.9605271525
0.0035126830586519955,387773.39425804524,0.004266937940594661,1085895.4250850407
0.004012571478335004,503107.1756371339,0.004377127405570214,1086422.4100320765
0.005201930447654198,365507.8418789761,0.004321546503174377,1108496.949774067
0.0023917996021439437,472297.30969123275,0.0043375848220234894,1087172.795534083
0.0030184460897637994,393706.82029758167,0.004252632793196174,1114799.095535021
0.002978744778091629,484271.3609905483,0.004394840969064509,1124981.7527509648
0.0026508866041020686,403144.5022954373,0.004181858330448887,1069874.0273073923
0.0021570256729535674,458091.96058204357,0.004304346618164016,1108666.2207916481
0.0020509032760075456,413754.6541972826,0.0041241704185594275,1080041.134057029
0.0026028507194125884,397005.2197280705,0.00430566349291209,1060145.7821369313
0.004298839035595275,365652.21253153717,0.004016071076516107,1106696.9983596986
0.003590335730608186,492746.35814705596,0.004258987585598805,1094932.3134514424
0.007399464888152937,542522.611447511,0.0041017154877982945,1079795.6092306334
0.003199167484609363,482682.79470720445,0.004194381642996906,1087138.9602609952
0.0026874115895181554,387661.77924128476,0.004123806895418878,1057069.9189115593
0.0022937470223345457,452894.78923733445,0.00409311667993575,1089528.8395355244
0.0024208679120748962,395534.9621709042,0.0039477548570966865,1046185.3960736893
0.00220157748468655,453696.19816510356,0.004007050309397549,1055653.6475289585
0.002249207939031945,402442.36157549545,0.004046248524752726,1051458.0980355209
0.004952487199049383,506610.9885576235,0.003948356888021331,1072000.4781552372
0.003463902655089577,368515.38562718354,0.0040212835530829,1066370.5766328597
0.003199895723452216,474975.08488192,0.003967759976141065,1072251.1663206138
0.003879194851171916,359325.7788660106,0.003920443082026329,1083185.4359930125
0.0023624663642400905,453768.0761233227,0.003854527415550617,1052596.719153788
0.006473087527718847,523262.3995360237,0.0038889670832060186,1064823.556948154
0.003199655221118773,485820.2525981973,0.003950630257422307,1071139.6158537862
0.0034948419092235834,369507.4252165395,0.0037636332947715936,1089964.7500292968
0.003095036165285813,470438.35030154616,0.003856658674103309,1067970.1733542862
0.004106772810463672,361530.73383429286,0.0038132877086839044,1031548.834509292
0.002790007213326661,471210.5904355038,0.00386526020468179,1072039.0963474798
0.002171429531868266,399406.9008473499,0.0037376750952350987,1061973.6779812213
